id,name,type,chapter,composite,subtasks,daily_level,camp,occupation,min_prestige,sns,can_giveup,can_help,can_loop,max_loop,time_limit,accept_itemid,snpc,enpc,stalk,etalk,pcon,pack,task_accept,task_down ,task_reward,pre_tid,next_tid,min_lv,max_lv,kill_cdt,item_cdt,use_item,r_exp,r_silver,r_gold,r_jade,r_prestige,r_item,r_master,r_conjugal,r_integral,r_point,can_entrust,entrust_token,entrust_silver,entrust_gold,entrust_time
10011,全副武装2,1,,0,,0,,,,0,0,0,0,0,0,0,200000005,200000005,"[{200000005:""凡间有句话叫人靠衣装,下界凡人见你衣衫冠整,对你也会尊重尤加.""},{0:""多谢仙子提醒.""},{200000005:""快穿上我给你的衣服,看看合不合身?""}]","[{200000005:""看你英姿飒爽,仪表堂堂,阐教教主果然眼光不凡,别忘了要把下装和头盔也穿上.""}]","{200000005:""无论天上还是下界,衣冠都是很重要的.""}",,0,0,0,3,5,4,0,,,,,,,,,,,,,,0,,,,
10012,传授神功1,1,,0,,0,1,,,0,0,0,0,0,0,0,200000005,200000002,"[{200000005:""为了这次无量量劫,天界下派的仙人众多.为了公平起见,每人一套新衣服,所以姐妹们只有日夜赶工,也算是对你们的一番心意.""},{0:""有劳仙子了,待他日封神归来,再向仙子道谢.""},{200000005:""对了,你们教主让我告诉你,领完衣服后就速速回去找他.""}]","[{200000002:""徒儿,看你一身打扮,想必牡丹仙子也下了不少功夫.给,这是本教仙术.""}]","{200000005:""你教主找你必有要事,你速速去吧.""}",,0,0,0,4,6,5,0,,,,,,,,,,,,,,0,,,,
10013,传授神功1,1,,0,,0,2,,,0,0,0,0,0,0,0,200000005,200000003,"[{200000005:""为了这次无量量劫,天界下派的仙人众多.为了公平起见,每人一套新衣服,所以姐妹们只有日夜赶工,也算是对你们的一番心意.""},{0:""有劳仙子了,待他日封神归来,再向仙子道谢.""},{200000005:""对了,你们教主让我告诉你,领完衣服后就速速回去找他.""}]","[{200000003:""徒儿,看你一身打扮,想必牡丹仙子也下了不少功夫.给,这是本教仙术.""}]","{200000005:""你教主找你必有要事,你速速去吧.""}",,0,0,0,4,6,5,0,,,,,,,,,,,,,,0,,,,
10014,传授神功1,1,,0,,0,3,,,0,0,0,0,0,0,0,200000005,200000004,"[{200000005:""为了这次无量量劫,天界下派的仙人众多.为了公平起见,每人一套新衣服,所以姐妹们只有日夜赶工,也算是对你们的一番心意.""},{0:""有劳仙子了,待他日封神归来,再向仙子道谢.""},{200000005:""对了,你们教主让我告诉你,领完衣服后就速速回去找他.""}]","[{200000004:""徒儿,看你一身打扮,想必牡丹仙子也下了不少功夫.给,这是本教仙术.""}]","{200000005:""你教主找你必有要事,你速速去吧.""}",,0,0,0,4,6,5,0,,,,,,,,,,,,,,0,,,,
10015,修炼神功2,1,,0,,0,1,,,0,0,0,0,0,0,0,200000002,200000002,"[{200000002:""凡兵钝器在下界应付凡人绰绰有余,可是如果与修道仙家,或得道妖物战斗的话,你必败无疑.""},{0:""尊师，那如何是好?""},{200000002:""为师刚才给你的本教入门仙术,起码能防身保命.勤加修炼,他日必能名传天下.""}]","[{200000002:""一学就会,你果然天资聪颖,是我教精英.""}]","{200000002:""先看看技能秘籍,才能更好的使用它.""}",,0,0,0,5,7,5,0,,,,,,,,,,,,,,0,,,,
10016,修炼神功2,1,,0,,0,2,,,0,0,0,0,0,0,0,200000003,200000003,"[{200000003:""凡兵钝器在下界应付凡人绰绰有余,可是如果与修道仙家,或得道妖物战斗的话,你必败无疑.""},{0:""尊师，那如何是好?""},{200000003:""为师刚才给你的本教入门仙术,起码能防身保命.勤加修炼,他日必能名传天下.""}]","[{200000003:""一学就会,你果然天资聪颖,是我教精英.""}]","{200000003:""先看看技能秘籍,才能更好的使用它.""}",,0,0,0,5,7,5,0,,,,,,,,,,,,,,0,,,,
10017,修炼神功2,1,,0,,0,3,,,0,0,0,0,0,0,0,200000004,200000004,"[{200000004:""凡兵钝器在下界应付凡人绰绰有余,可是如果与修道仙家,或得道妖物战斗的话,你必败无疑.""},{0:""尊师，那如何是好?""},{200000004:""为师刚才给你的本教入门仙术,起码能防身保命.勤加修炼,他日必能名传天下.""}]","[{200000004:""一学就会,你果然天资聪颖,是我教精英.""}]","{200000004:""先看看技能秘籍,才能更好的使用它.""}",,0,0,0,5,7,5,0,,,,,,,,,,,,,,0,,,,
10018,一展身手,1,,0,,0,1,,,0,0,0,0,0,0,0,200000002,200000006,"[{200000002:""此次下凡对各派未来实力关系甚大,必须挑选本教上上精英下凡可确保我教实力不减,我见你骨骼精奇,天资聪颖,不过实战经验尚浅.""},{0:""教主,我有信心完成任务.""},{200000002:""这样吧，云渡天老子我与他交情甚好,你去向他请教请教,再作决定.""}]","[{200000006:""你才来,其他两教已去多人接受试炼了.""}]","{200000002:""还不去拜访老子?难道你就想留在此地?""}",,0,0,0,6,8,6,0,,,,,,,,,,,,,,0,,,,
10019,一展身手,1,,0,,0,2,,,0,0,0,0,0,0,0,200000003,200000006,"[{200000003:""此次下凡对各派未来实力关系甚大,必须挑选本教上上精英下凡可确保我教实力不减,我见你骨骼精奇,天资聪颖,不过实战经验尚浅.""},{0:""教主,我有信心完成任务.""},{200000003:""这样吧，云渡天老子我与他交情甚好,你去向他请教请教,再作决定.""}]","[{200000006:""你才来,其他两教已去多人接受试炼了.""}]","{200000003:""还不去拜访老子?难道你就想留在此地?""}",,0,0,0,6,8,6,0,,,,,,,,,,,,,,0,,,,
10020,一展身手,1,,0,,0,3,,,0,0,0,0,0,0,0,200000004,200000006,"[{200000004:""此次下凡对各派未来实力关系甚大,必须挑选本教上上精英下凡可确保我教实力不减,我见你骨骼精奇,天资聪颖,不过实战经验尚浅.""},{0:""教主,我有信心完成任务.""},{200000004:""这样吧，云渡天老子我与他交情甚好,你去向他请教请教,再作决定.""}]","[{200000006:""你才来,其他两教已去多人接受试炼了.""}]","{200000004:""还不去拜访老子?难道你就想留在此地?""}",,0,0,0,6,8,6,0,,,,,,,,,,,,,,0,,,,
10021,牛刀小试1,1,,0,,0,,,,0,0,0,0,0,0,0,200000006,200000007,"[{200000006:""无量量劫将至,最近各教都派遣弟子到我处接受试炼,看来各教教主也开始重视了.""},{0:""我教教主派我来接受试炼,望前辈多加指点.""}]","[{200000007:""你的事情,师傅已经告诉我了.""}]","{200000006:""我徒儿玄都在无恨天无邪洞等你.""}",,0,0,0,7,9,6,0,,,,,,,,,,,,,,0,,,,
10022,牛刀小试2,1,,0,,0,,,,0,0,0,0,0,0,0,200000007,200000007,"[{200000007:""七色鹿经常到无邪洞里吃奇花异草,喝神水仙露,而且数量越来越多了.""},{0:""我去帮你捕杀它们吧!""},{200000007:""也好,不过七色鹿动作敏捷,你能捕杀到它们,也就能证明你可以下凡为你教出力了.""}]","[{200000007:""你教果然能人辈出,看来以后不能轻视.""}]","{200000007:""小小的七色鹿都不能捕杀,你下凡也是让人欺负的料.""}",,0,"去{inst10001|100011,无邪洞}击杀5只{inst10001|100011,七色鹿}",0,8,10,6,0,{100011:5},,,,,,,,,,,,,0,,,,
10023,牛刀小试3,1,,0,,0,,,,0,0,0,0,0,0,0,200000007,200000007,"[{200000007:""七色鹿赶跑了,你的下凡修炼也算过关了,不过…..""},{0:""法师有什么事只管说.""},{200000007:""无邪洞里有一种仙草,是炼仙丹必备之物,我最近炼丹妖物贫缺,不知可否帮我采集一些回来.""}]","[{200000007:""你为人真是宽宏豁达,他日必是一教之主.""}]","{200000007:""采点仙草都不帮吗?那我和师父说你未通过试炼.""}",,0,0,0,9,11,6,0,,{11001:3},{11001:3},,,,,,,,,,,0,,,,
10024,牛刀小试4,1,,0,,0,,,,0,0,0,0,0,0,0,200000007,200000006,"[{200000007:""你身手敏捷,处事周到,已是仙人中之精英.""},{0:""多谢玄都大法师称赞.""},{1007:""你的试炼结果我已传报师父老子,现在你骑青牛回去见我师父吧.""}]","[{200000006:""这么快就通过试炼了,实非常人所能.""}]","{200000007:""你试炼过关了,快去拜见我师父老子吧.""}",,0,0,0,10,12,7,0,,,,,,,,,,,,,,0,,,,
10025,东买西卖1,1,,0,,0,,,,0,0,0,0,0,0,0,200000006,200000008,"[{200000006:""仙人下凡后,便是以凡人肉身相见,受尽凡人应该受的苦难,比如受伤流血.""},{0:""敢问前辈,晚辈应该怎么做呢?""},{200000006:""百合仙子那有许多救命药品,非常合乎凡人肉身流血受伤只用,你去拜会拜会她.""}]","[{200000008:""你也是来拿药的?""}]","{200000006:""神仙下凡,清修第二,保命第一,去百合仙子处准备准备吧.""}",,0,0,0,11,13,7,0,,,,,,,,,,,,,,0,,,,
10026,东买西卖2,1,,0,,0,,,,0,0,0,0,0,0,0,200000008,200000008,"[{200000008:""最近下凡的仙真多,下凡后以凡人肉身为躯,如果遇到伤重,流血不止之类,那就不能再回来了,直接下地狱了.""},{0:""什么才是下凡保命之策呢?""},{200000008:""我店里有些补血药品,你买一个试试.""}]","[{200000008:""见你出手爽快,本仙就送你一个大礼包.""}]","{200000008:""没有药物,你命难保啊!""}",,0,0,0,12,14,7,0,,,,,,,,,,,,,,0,,,,
10027,东买西卖3,1,,0,,0,,,,0,0,0,0,0,0,0,200000008,200000008,"[{200000008:""凡人以肉身气血为体,气血包乃是补血保命只用,但是要发挥仙家技能,就必须靠灵力.""},{0:""如何补充灵力?""},{200000008:""你挺乖巧伶俐的,我就再送你一个法力包吧!""}]","[{200000008:""记得要随时查看自己的气血和灵力是否达到巅峰状态.""}]","{200000008:""法力包就是补充灵力的药品.""}",,0,0,0,13,15,7,0,,,,,,,,,,,,,,0,,,,
10028,宠物当家1,1,,0,,0,,,,0,0,0,0,0,0,0,200000008,200000009,"[{200000008:""你知道吗?仙家根据自己喜好,一般都会一种或几种仙灵跟随,叫灵宠,灵宠可以帮你攻击防御敌人.""},{0:""那在哪里能找到灵宠呢?""},{1008:""荷花仙子对驯服培养灵宠很有心得,你去请教请教她吧!""}]","[{200000009:""天下灵宠各式各样,还有带技能的.""}]","{200000008:""有灵宠在旁,做事事半功倍,快找荷花请教吧.""}",,0,0,0,14,16,8,0,,,,,,,,,,,,,,0,,,,
10029,宠物当家2,1,,0,,0,,,,0,0,0,0,0,0,0,200000009,200000010,"[{200000009:""想学驯宠之法吗?那你找对人了.驯养灵宠学问很深奥,你去找只灵兔回来.""},{0:""那里能捉到灵兔?""},{200000009:""在无尽天看管灵兔的仙童那里带一只回来,你骑我小粉象去,仙童自会引导.""}]","[{200000010:""小粉象真可爱,一定是荷花姐姐叫你来的.""}]","{200000009:""没有灵兔,怎么教你训宠之道呢?""}",,0,0,0,15,17,8,0,,,,,,,,,,,,,,0,,,,
10030,宠物大师1,1,,0,,0,,,,0,0,0,0,0,0,0,200000010,200000010,"[{200000010:""看到院里面蹦蹦跳跳的小东西了吗?它们叫兔斯基,可不是一般的兔子.""},{0:""那小兔子还真可爱.""},{200000010:""别看那是小兔子，都是有脾气的,看你能不能捉到再说.""}]","[{200000010:""看来这小兔子还挺喜欢你的.""}]","{200000010:""连这么温纯的小兔子都不理你吗?那是你人品问题了.""}",,0,0,0,16,18,8,0,,,,,,,,,,,,,,0,,,,
10031,宠物大师2,1,,0,,0,,,,0,0,0,0,0,0,0,200000010,200000009,"[{200000010:""捉到灵宠并不代表你就能驯服它.""},{0:""那我还要怎么做呢?""},{1010:""你带着小兔子去荷花姐姐那里,听听她是怎么驯服的.""}]","[{200000009:""灵宠样貌各异,能力技能也各异.""}]","{200000009:""灵宠干抱着是没用处的,要把它的能力发挥出来.""}",,0,0,0,17,19,9,0,,,,,,,,,,,,,,0,,,,
10032,最后试炼1,1,,0,,0,1,,,0,0,0,0,0,0,0,200000009,200000002,"[{200000009:""能把宠物能力充分发挥出来,就等于多了一个帮手.""},{0:""多谢仙子指教.""},{200000009:""你们教主正在到处找你,应该有重要事情发生了.""}]","[{200000002:""总算找到你了.""}]","{200000009:""你速找你教主.""}",,0,0,0,18,20,9,0,,,,,,,,,,,,,,0,,,,
10033,最后试炼1,1,,0,,0,2,,,0,0,0,0,0,0,0,200000009,200000003,"[{200000009:""能把宠物能力充分发挥出来,就等于多了一个帮手.""},{0:""多谢仙子指教.""},{200000009:""你们教主正在到处找你,应该有重要事情发生了.""}]","[{200000003:""总算找到你了.""}]","{200000009:""你速找你教主.""}",,0,0,0,18,20,9,0,,,,,,,,,,,,,,0,,,,
10034,最后试炼1,1,,0,,0,3,,,0,0,0,0,0,0,0,200000009,200000004,"[{200000009:""能把宠物能力充分发挥出来,就等于多了一个帮手.""},{0:""多谢仙子指教.""},{200000009:""你们教主正在到处找你,应该有重要事情发生了.""}]","[{200000004:""总算找到你了.""}]","{200000009:""你速找你教主.""}",,0,0,0,18,20,9,0,,,,,,,,,,,,,,0,,,,
10035,最后试炼2,1,,0,,0,1,,,0,0,0,0,0,0,0,200000002,200000001,"[{200000002:""由于此次大劫史无前例,所以各教教主为确保自教精英势力,在下凡前要进行一次试炼.""},{0:""我已经准备好了.""},{1002:""你快去云渡天百花仙子处,她会带你去的.""}]","[{200000001:""我已等候多时了.""}]","{200000002:""还在这磨蹭什么?不想下凡了吗?""}",,0,0,0,19,21,9,0,,,,,,,,,,,,,,0,,,,
10036,最后试炼2,1,,0,,0,2,,,0,0,0,0,0,0,0,200000003,200000001,"[{200000003:""由于此次大劫史无前例,所以各教教主为确保自教精英势力,在下凡前要进行一次试炼.""},{0:""我已经准备好了.""},{1003:""你快去云渡天百花仙子处,她会带你去的.""}]","[{200000001:""我已等候多时了.""}]","{200000003:""还在这磨蹭什么?不想下凡了吗?""}",,0,0,0,19,21,9,0,,,,,,,,,,,,,,0,,,,
10037,最后试炼2,1,,0,,0,3,,,0,0,0,0,0,0,0,200000004,200000001,"[{200000004:""由于此次大劫史无前例,所以各教教主为确保自教精英势力,在下凡前要进行一次试炼.""},{0:""我已经准备好了.""},{1004:""你快去云渡天百花仙子处,她会带你去的.""}]","[{200000001:""我已等候多时了.""}]","{200000004:""还在这磨蹭什么?不想下凡了吗?""}",,0,0,0,19,21,9,0,,,,,,,,,,,,,,0,,,,
10038,最后试炼3,1,,0,,0,,,,0,0,0,0,0,0,0,200000001,200000011,"[{200000001:""里面自有仙童指引你如何破关.""}]","[{200000011:""此地会不时出现妖物,你要尽快清除.""","{200000001:""快快去试炼.""}",,0,0,0,19,21,9,0,,,,,,,,,,,,,,0,,,,
10039,最后试炼4,1,,0,,0,1,,,0,0,0,0,0,0,0,200000001,200000002,"[{200000001:""你已通过修炼,速去向你家教主回报.""}]","[{200000002:""我果然没有看错人,我教发扬光大就全靠你了.不过其他两教也有很多人通过试炼了.""}]","{200000001:""连试炼都通过不了,还如何下凡封神.""}",,0,0,0,20,22,10,0,,,,,,,,,,,,,,0,,,,
10040,最后试炼4,1,,0,,0,2,,,0,0,0,0,0,0,0,200000001,200000003,"[{200000001:""你已通过修炼,速去向你家教主回报.""}]","[{200000003:""我果然没有看错人,我教发扬光大就全靠你了.不过其他两教也有很多人通过试炼了.""}]","{200000001:""连试炼都通过不了,还如何下凡封神.""}",,0,0,0,20,22,10,0,,,,,,,,,,,,,,0,,,,
10041,最后试炼4,1,,0,,0,3,,,0,0,0,0,0,0,0,200000001,200000004,"[{200000001:""你已通过修炼,速去向你家教主回报.""}]","[{200000004:""我果然没有看错人,我教发扬光大就全靠你了.不过其他两教也有很多人通过试炼了.""}]","{200000001:""连试炼都通过不了,还如何下凡封神.""}",,0,0,0,20,22,10,0,,,,,,,,,,,,,,0,,,,
10042,花仙之患1,1,,0,,0,1,,,0,0,0,0,0,0,0,200000002,200000001,"[{200000002:""现在大局已定,你已经是下凡封神的人选了.""},{0:""那教主还有什么吩咐么?""},{200000002:""最近听说百花仙子那里出了些麻烦事,你去看看有什么可以帮忙的.""}]","[{200000001:""大劫将至,果然怪异事情连连.""}]","{200000002:""天界众仙讲求相互帮忙,既然百花仙子有困难,你就去帮帮她吧.""}",,0,0,0,21,23,11,0,,,,,,,,,,,,,,0,,,,
10043,花仙之患1,1,,0,,0,2,,,0,0,0,0,0,0,0,200000003,200000001,"[{200000003:""现在大局已定,你已经是下凡封神的人选了.""},{0:""那教主还有什么吩咐么?""},{200000003:""最近听说百花仙子那里出了些麻烦事,你去看看有什么可以帮忙的.""}]","[{200000001:""大劫将至,果然怪异事情连连.""}]","{200000003:""天界众仙讲求相互帮忙,既然百花仙子有困难,你就去帮帮她吧.""}",,0,0,0,21,23,11,0,,,,,,,,,,,,,,0,,,,
10044,花仙之患1,1,,0,,0,3,,,0,0,0,0,0,0,0,200000004,200000001,"[{200000004:""现在大局已定,你已经是下凡封神的人选了.""},{0:""那教主还有什么吩咐么?""},{200000004:""最近听说百花仙子那里出了些麻烦事,你去看看有什么可以帮忙的.""}]","[{200000001:""大劫将至,果然怪异事情连连.""}]","{200000004:""天界众仙讲求相互帮忙,既然百花仙子有困难,你就去帮帮她吧.""}",,0,0,0,21,23,11,0,,,,,,,,,,,,,,0,,,,
10045,花仙之患2,1,,0,,0,,,,0,0,0,0,0,0,0,200000001,200000011,"[{200000001:""守院仙童来报,无量天花海最近花妖数量无端增多,长此下去,必生祸端.""},{0:""那有什么可以为仙子代劳的呢?""},{200000001:""你去无量天花海杀掉20只花妖,再问问守院仙童情况.""}]","[{200000011:""总算暂时减缓花妖数量了.""}]","{200000001:""花妖再增多,我都没地方站了.""}",,0,"去{inst10002|100012,无邪洞}击杀10只{inst10002|100012,花妖}",0,22,24,11,0,{100012:10},,,,,,,,,,,,,0,,,,
10046,花仙之患3,1,,0,,0,,,,0,0,0,0,0,0,0,200000011,200000011,"[{200000011:""以前花妖从不伤花儿,现在不知为何性情大变,数量又增多.""},{0:""是不是天气问题啊?""},{1011:""你去杀一些花妖,采集5片它们的花瓣回来,我的研究研究.""}]","[{200000011:""花瓣怎么是这种颜色?""}]","{200000011:""找不到花妖增多的原因,会影响整个天界.""}",,0,"去{inst10002|100012,无邪洞}击杀{inst10002|100012,花妖}",0,23,25,12,0,,{11002:5},{11002:5},,,,,,,,,,,0,,,,
10047,神马坐骑1,1,,0,,0,,,,0,0,0,0,0,0,0,200000011,200000001,"[{200000011:""我才疏学浅,看不出有什么问题.""},{0:""那我是否回去告诉百花仙子?""},{200000054:""对,这是只有百花姐姐能解决,你快去汇报一下情况.""}]","[{200000001:""有你的帮忙,总算缓解一下花妖的危害.""}]","{200000011:""真急死仙了,你还站在这干嘛呢.""}",,0,0,0,24,26,12,0,,,,,,,,,,,,,,0,,,,
10048,神马坐骑2,1,,0,,0,,,,0,0,0,0,0,0,0,200000001,200000001,"[{200000001:""不过就算杀掉花妖,也只是暂时解决问题,不是长久之计.""},{0:""那我还能做点什么吗?""},{200000001:""此次也辛苦你了,要你跑来跑去的,我也于心不安,我现在送你一只仙人坐骑—小泥马,让你以后办事也有代步的工具.""}]","[{{player}:""谢谢仙子厚爱.""}]",,,0,0,0,25,27,13,0,,,,,,,,,,,,,,0,,,,
